Transaction_ID,Customer ID,Item_ID,Purchase Amount (USD),Season,Review Rating,Shipping Type,Discount Applied,Promo Code Used
234,234,2,83,Fall,4.5,Next Day Air,1,1
235,235,25,39,Summer,3.7,Next Day Air,1,1
236,236,13,89,Winter,3.7,Free Shipping,1,1
237,237,8,68,Winter,3.4,Next Day Air,1,1
238,238,11,90,Summer,3.0,Store Pickup,1,1
239,239,12,34,Fall,4.2,Free Shipping,1,1
240,240,14,51,Summer,2.9,Express,1,1
241,241,2,45,Winter,3.5,Free Shipping,1,1
242,242,16,88,Winter,4.1,Free Shipping,1,1
243,243,8,85,Summer,4.3,Store Pickup,1,1
244,244,17,100,Winter,2.8,2-Day Shipping,1,1
245,245,23,42,Spring,4.9,2-Day Shipping,1,1
246,246,4,53,Summer,3.3,Next Day Air,1,1
247,247,13,86,Spring,3.2,Express,1,1
248,248,2,66,Spring,4.4,Standard,1,1
249,249,23,100,Winter,4.8,Express,1,1
250,250,9,47,Fall,4.2,Standard,1,1
251,251,12,25,Fall,4.0,Express,1,1
252,252,9,51,Winter,2.5,Standard,1,1
253,253,7,41,Summer,3.9,Free Shipping,1,1
254,254,24,73,Winter,4.9,2-Day Shipping,1,1
255,255,13,42,Winter,3.5,Store Pickup,1,1
256,256,19,20,Spring,4.2,Free Shipping,1,1
257,257,17,30,Spring,4.7,Express,1,1
258,258,9,53,Summer,4.5,Express,1,1
259,259,25,74,Spring,2.8,Express,1,1
260,260,3,57,Fall,2.9,Standard,1,1
261,261,20,57,Winter,3.2,2-Day Shipping,1,1
262,262,3,77,Winter,4.9,Standard,1,1
263,263,14,40,Summer,,Next Day Air,1,1
264,264,7,46,Summer,4.3,Store Pickup,1,1
265,265,14,78,Fall,3.9,Store Pickup,1,1
266,266,22,59,Spring,3.2,2-Day Shipping,1,1
267,267,17,75,Summer,3.1,Express,1,1
268,268,2,54,Spring,3.9,2-Day Shipping,1,1
269,269,10,42,Spring,2.6,Store Pickup,1,1
270,270,1,44,Winter,3.3,Next Day Air,1,1
271,271,3,52,Fall,4.6,Free Shipping,1,1
272,272,13,69,Summer,4.6,Express,1,1
273,273,17,26,Summer,4.4,2-Day Shipping,1,1
274,274,8,33,Spring,4.2,Express,1,1
275,275,17,32,Spring,3.0,Express,1,1
276,276,22,85,Winter,4.0,Express,1,1
277,277,12,30,Fall,3.5,Express,1,1
278,278,6,29,Winter,3.0,Store Pickup,1,1
279,279,2,95,Spring,3.7,Express,1,1
280,280,5,69,Summer,4.0,Standard,1,1
281,281,4,69,Fall,4.2,2-Day Shipping,1,1
282,282,23,61,Spring,2.5,Standard,1,1
283,283,12,94,Summer,3.0,2-Day Shipping,1,1
284,284,2,30,Fall,3.2,Next Day Air,1,1
285,285,12,45,Summer,3.5,Standard,1,1
286,286,9,39,Summer,4.8,Express,1,1
287,287,17,51,Summer,2.6,Store Pickup,1,1
288,288,19,37,Spring,3.4,2-Day Shipping,1,1
289,289,18,62,Winter,3.7,2-Day Shipping,1,1
290,290,8,85,Fall,4.5,2-Day Shipping,1,1
291,291,18,33,Winter,3.7,Standard,1,1
292,292,11,26,Fall,3.3,Next Day Air,1,1
293,293,10,99,Spring,4.7,Free Shipping,1,1
294,294,9,39,Spring,2.7,Express,1,1
295,295,12,20,Spring,4.6,Store Pickup,1,1
296,296,13,42,Winter,2.7,Store Pickup,1,1
297,297,4,74,Spring,4.8,2-Day Shipping,1,1
298,298,10,26,Summer,4.4,Standard,1,1
299,299,18,53,Winter,4.0,Standard,1,1
300,300,5,80,Summer,3.2,Next Day Air,1,1
301,301,20,98,Spring,4.4,Store Pickup,1,1
302,302,12,95,Spring,3.8,Standard,1,1
303,303,2,44,Summer,3.6,Express,1,1
304,304,4,60,Summer,3.3,Next Day Air,1,1
305,305,11,84,Winter,3.4,Next Day Air,1,1
306,306,2,59,Fall,3.5,2-Day Shipping,1,1
307,307,15,49,Summer,3.6,Express,1,1
308,308,25,32,Winter,3.2,Free Shipping,1,1
309,309,9,29,Fall,3.7,Standard,1,1
310,310,11,22,Spring,4.5,Standard,1,1
311,311,14,85,Winter,4.6,Standard,1,1
312,312,3,52,Winter,4.1,Store Pickup,1,1
313,313,14,89,Spring,3.4,Next Day Air,1,1
314,314,11,77,Spring,3.7,Express,1,1
315,315,14,24,Summer,3.3,Store Pickup,1,1
316,316,17,24,Spring,4.5,Express,1,1
317,317,9,22,Fall,3.3,Free Shipping,1,1
318,318,2,82,Fall,4.3,Standard,1,1
319,319,22,67,Winter,2.5,Standard,1,1
320,320,7,74,Spring,2.6,Standard,1,1
321,321,17,72,Summer,4.9,Standard,1,1
322,322,5,36,Summer,4.7,Free Shipping,1,1
323,323,23,95,Winter,3.0,Standard,1,1
324,324,16,78,Winter,3.5,Next Day Air,1,1
325,325,6,82,Summer,4.8,Standard,1,1
326,326,14,70,Winter,4.3,Free Shipping,1,1
327,327,19,41,Fall,3.2,Store Pickup,1,1
328,328,8,42,Summer,3.1,Free Shipping,1,1
329,329,8,50,Fall,2.8,Free Shipping,1,1
330,330,21,31,Summer,2.9,2-Day Shipping,1,1
331,331,2,51,Winter,,Express,1,1
332,332,6,98,Fall,3.3,Store Pickup,1,1
333,333,6,86,Winter,2.8,2-Day Shipping,1,1
334,334,2,64,Winter,4.5,Standard,1,1
335,335,1,46,Fall,2.6,Next Day Air,1,1
336,336,2,85,Spring,3.7,Standard,1,1
337,337,20,81,Fall,4.4,Express,1,1
338,338,2,59,Winter,4.3,2-Day Shipping,1,1
339,339,16,79,Winter,3.5,Express,1,1
340,340,7,33,Spring,3.8,2-Day Shipping,1,1
341,341,7,47,Summer,3.5,Express,1,1
342,342,20,20,Summer,4.6,Store Pickup,1,1
343,343,8,36,Spring,2.6,Next Day Air,1,1
344,344,4,39,Summer,4.4,Next Day Air,1,1
345,345,12,71,Winter,4.0,Standard,1,1
346,346,10,59,Winter,4.4,Next Day Air,1,1
347,347,3,50,Spring,4.7,Next Day Air,1,1
348,348,4,41,Fall,3.9,Store Pickup,1,1
349,349,1,59,Fall,2.7,Free Shipping,1,1
350,350,20,87,Winter,3.7,2-Day Shipping,1,1
351,351,2,68,Spring,2.6,2-Day Shipping,1,1
352,352,12,90,Winter,3.9,Standard,1,1
353,353,3,71,Fall,4.9,Next Day Air,1,1
354,354,5,64,Fall,4.1,Store Pickup,1,1
355,355,17,76,Fall,3.0,Free Shipping,1,1
356,356,17,42,Fall,4.1,2-Day Shipping,1,1
357,357,14,80,Spring,,Standard,1,1
358,358,23,56,Spring,4.0,Standard,1,1
359,359,20,25,Summer,3.6,Express,1,1
360,360,5,74,Winter,3.0,Store Pickup,1,1
361,361,14,30,Summer,3.0,Standard,1,1
362,362,18,96,Spring,2.6,Free Shipping,1,1
363,363,5,64,Fall,3.4,Free Shipping,1,1
364,364,7,88,Winter,3.1,Free Shipping,1,1
365,365,10,88,Summer,3.0,Free Shipping,1,1
366,366,25,88,Summer,3.7,Standard,1,1
367,367,21,36,Spring,3.5,Store Pickup,1,1
368,368,11,40,Spring,2.8,Store Pickup,1,1
369,369,9,39,Spring,4.5,Standard,1,1
370,370,23,40,Summer,3.3,Store Pickup,1,1
371,371,19,34,Winter,3.4,Express,1,1
372,372,5,83,Winter,3.2,2-Day Shipping,1,1
373,373,2,85,Summer,3.7,Standard,1,1
374,374,8,27,Summer,4.6,Express,1,1
375,375,17,78,Spring,5.0,Store Pickup,1,1
376,376,13,32,Summer,4.4,Standard,1,1
377,377,10,51,Fall,4.9,Express,1,1
378,378,19,32,Spring,4.1,Standard,1,1
379,379,11,62,Winter,4.9,Next Day Air,1,1
380,380,18,29,Fall,4.7,2-Day Shipping,1,1
381,381,22,69,Fall,3.0,Store Pickup,1,1
382,382,17,25,Winter,3.4,Store Pickup,1,1
383,383,3,76,Winter,3.2,Store Pickup,1,1
384,384,13,77,Fall,,Standard,1,1
385,385,2,33,Fall,4.5,2-Day Shipping,1,1
386,386,7,93,Fall,2.7,Next Day Air,1,1
387,387,17,39,Spring,3.4,Express,1,1
388,388,8,93,Summer,4.6,Store Pickup,1,1
389,389,9,82,Summer,2.7,Store Pickup,1,1
390,390,24,42,Spring,4.2,Standard,1,1
391,391,25,71,Winter,3.2,2-Day Shipping,1,1
392,392,2,86,Spring,4.8,Standard,1,1
393,393,18,82,Spring,3.3,Next Day Air,1,1
394,394,10,65,Fall,4.2,Standard,1,1
395,395,19,29,Spring,4.8,Store Pickup,1,1
396,396,5,65,Winter,4.9,Store Pickup,1,1
397,397,11,88,Fall,3.9,Standard,1,1
398,398,23,46,Fall,3.0,Free Shipping,1,1
399,399,24,67,Winter,4.6,Free Shipping,1,1
400,400,19,35,Fall,3.5,2-Day Shipping,1,1
401,401,24,66,Winter,4.8,Free Shipping,1,1
402,402,18,91,Fall,4.8,Standard,1,1
403,403,22,78,Fall,3.0,Express,1,1
404,404,5,45,Winter,4.5,Next Day Air,1,1
405,405,18,93,Spring,4.8,Store Pickup,1,1
406,406,3,74,Summer,3.8,Standard,1,1
407,407,25,55,Spring,4.6,Express,1,1
408,408,16,76,Spring,3.1,Next Day Air,1,1
409,409,5,66,Spring,3.4,Express,1,1
410,410,7,51,Winter,3.3,2-Day Shipping,1,1
411,411,2,26,Spring,4.8,2-Day Shipping,1,1
412,412,3,29,Summer,2.8,Express,1,1
413,413,15,74,Summer,3.1,Store Pickup,1,1
414,414,17,99,Summer,4.6,Free Shipping,1,1
415,415,22,88,Winter,2.6,Store Pickup,1,1
416,416,8,31,Winter,2.6,Express,1,1
417,417,23,55,Spring,3.8,Free Shipping,1,1
418,418,4,81,Fall,4.5,Free Shipping,1,1
419,419,2,73,Spring,3.0,Standard,1,1
420,420,7,91,Winter,,Free Shipping,1,1
421,421,21,54,Spring,3.8,Free Shipping,1,1
422,422,6,40,Winter,3.5,Standard,1,1
423,423,14,59,Fall,3.1,Store Pickup,1,1
424,424,19,26,Spring,3.0,Store Pickup,1,1
425,425,2,23,Winter,4.3,Standard,1,1
426,426,3,87,Winter,3.3,Store Pickup,1,1
427,427,14,71,Winter,4.7,Express,1,1
428,428,22,91,Winter,4.5,Store Pickup,1,1
429,429,8,64,Winter,2.9,Free Shipping,1,1
430,430,4,94,Winter,4.1,2-Day Shipping,1,1
431,431,6,40,Summer,3.5,Store Pickup,1,1
432,432,20,76,Winter,3.4,Store Pickup,1,1
433,433,6,86,Fall,3.3,Free Shipping,1,1
434,434,12,92,Fall,3.2,Store Pickup,1,1
435,435,10,52,Spring,4.0,Store Pickup,1,1
436,436,8,28,Winter,3.6,Next Day Air,1,1
437,437,14,46,Summer,4.6,Free Shipping,1,1
438,438,17,50,Summer,2.6,Next Day Air,1,1
439,439,23,23,Winter,4.3,Express,1,1
440,440,15,50,Summer,3.4,Free Shipping,1,1
441,441,6,89,Winter,3.5,Store Pickup,1,1
442,442,16,81,Winter,4.2,Standard,1,1
443,443,13,69,Fall,,Store Pickup,1,1
444,444,13,67,Summer,3.6,Free Shipping,1,1
445,445,11,20,Summer,4.3,Store Pickup,1,1
446,446,24,29,Fall,4.9,Standard,1,1
447,447,6,74,Summer,4.1,Store Pickup,1,1
448,448,7,82,Spring,3.6,Standard,1,1
449,449,25,23,Summer,3.4,Next Day Air,1,1
450,450,17,45,Summer,2.9,2-Day Shipping,1,1
451,451,24,21,Summer,2.7,Store Pickup,1,1
452,452,17,31,Summer,4.3,Express,1,1
453,453,14,45,Summer,,Express,1,1
454,454,17,56,Winter,2.8,Next Day Air,1,1
455,455,15,97,Summer,3.2,Next Day Air,1,1
456,456,1,100,Fall,3.6,Store Pickup,1,1
457,457,1,96,Fall,4.0,2-Day Shipping,1,1
458,458,25,99,Spring,4.9,Next Day Air,1,1
459,459,7,91,Winter,4.0,2-Day Shipping,1,1
460,460,20,30,Winter,3.8,Standard,1,1
461,461,10,65,Summer,,Store Pickup,1,1
462,462,24,93,Winter,3.9,Express,1,1
463,463,15,81,Fall,3.3,Express,1,1
464,464,17,81,Summer,2.7,Standard,1,1
465,465,13,52,Winter,4.7,Next Day Air,1,1
466,466,12,88,Summer,2.8,Next Day Air,1,1
467,467,3,24,Winter,4.6,Free Shipping,1,1
468,468,22,51,Spring,4.5,2-Day Shipping,1,1
469,469,22,38,Fall,5.0,Free Shipping,1,1
470,470,7,46,Fall,4.1,2-Day Shipping,1,1
471,471,11,63,Summer,4.6,Express,1,1
472,472,19,72,Winter,4.9,2-Day Shipping,1,1
473,473,3,39,Winter,3.9,Free Shipping,1,1
474,474,8,42,Spring,3.9,Store Pickup,1,1
475,475,2,76,Summer,2.6,2-Day Shipping,1,1
476,476,5,66,Summer,2.7,Free Shipping,1,1
477,477,19,90,Spring,3.5,Free Shipping,1,1
478,478,2,56,Summer,3.7,Free Shipping,1,1
479,479,17,43,Winter,3.2,Free Shipping,1,1
480,480,9,84,Winter,3.3,Store Pickup,1,1
481,481,16,88,Summer,4.8,Standard,1,1
482,482,20,88,Fall,3.2,2-Day Shipping,1,1
483,483,23,42,Winter,2.5,2-Day Shipping,1,1
484,484,16,73,Fall,3.9,Store Pickup,1,1
485,485,20,73,Summer,4.7,Free Shipping,1,1
486,486,10,44,Spring,2.6,Next Day Air,1,1
487,487,4,63,Fall,2.8,Store Pickup,1,1
488,488,15,68,Winter,4.4,Store Pickup,1,1
489,489,2,29,Spring,4.6,Standard,1,1
490,490,21,85,Summer,3.2,Standard,1,1
491,491,5,42,Winter,4.2,2-Day Shipping,1,1
492,492,8,69,Summer,,2-Day Shipping,1,1
493,493,6,62,Fall,3.9,Standard,1,1
494,494,22,48,Summer,4.7,Store Pickup,1,1
495,495,24,68,Winter,4.5,Express,1,1
496,496,9,36,Fall,3.3,Free Shipping,1,1
497,497,11,63,Fall,3.3,Express,1,1
498,498,5,39,Winter,4.6,Free Shipping,1,1
499,499,24,78,Spring,3.6,Free Shipping,1,1
500,500,10,99,Winter,4.8,Express,1,1
501,501,18,31,Fall,4.8,Next Day Air,1,1
502,502,24,45,Spring,2.9,Next Day Air,1,1
503,503,14,30,Fall,2.8,Express,1,1
504,504,10,24,Summer,3.2,Next Day Air,1,1
505,505,10,22,Winter,3.9,Free Shipping,1,1
506,506,18,63,Spring,4.3,Express,1,1
507,507,19,40,Fall,2.7,2-Day Shipping,1,1
508,508,7,20,Spring,5.0,Store Pickup,1,1
509,509,17,20,Winter,3.7,Store Pickup,1,1
510,510,18,80,Summer,3.9,Free Shipping,1,1
511,511,6,87,Fall,3.9,2-Day Shipping,1,1
512,512,6,46,Fall,3.1,Free Shipping,1,1
513,513,25,49,Winter,,Next Day Air,1,1
514,514,19,65,Fall,3.6,Store Pickup,1,1
515,515,12,62,Winter,4.3,Standard,1,1
516,516,20,67,Spring,4.5,Next Day Air,1,1
517,517,16,41,Fall,2.8,2-Day Shipping,1,1
518,518,24,49,Fall,2.7,Free Shipping,1,1
519,519,1,100,Fall,2.9,Next Day Air,1,1
520,520,23,54,Summer,4.4,2-Day Shipping,1,1
521,521,13,84,Spring,3.9,Free Shipping,1,1
522,522,7,41,Winter,3.5,Standard,1,1
523,523,25,88,Spring,2.5,Store Pickup,1,1
524,524,4,40,Spring,4.9,Express,1,1
525,525,6,39,Summer,4.8,Free Shipping,1,1
526,526,8,37,Spring,3.2,Next Day Air,1,1
527,527,14,52,Winter,4.9,Standard,1,1
528,528,18,23,Winter,4.3,Next Day Air,1,1
529,529,5,88,Winter,3.2,Express,1,1
530,530,7,84,Fall,3.7,Standard,1,1
531,531,8,37,Winter,3.2,Store Pickup,1,1
532,532,4,51,Fall,3.4,Next Day Air,1,1
